Index	Sentence	Entity	Character Offsets	cause/effect	GOLD Flat Grounding	Current Flat Grounding	Flat Correct?	GOLD Concept Grounding	Current Concept Grounding	Concept Correct?	GOLD Process Grounding	Current Process Grounding	Process Correct?	GOLD Property Grounding	Current Property Grounding	Property Correct?	Notes	
39	Relative to having no program benefits, having the PSNP and OFSP/HABP increases food security by 1.505 months; for households receiving the PSNP, the OFSP/HABP provides an increase in food security of 0.818 months.	food security	(80,93)	effect	wm/concept/causal_factor/food_security/	wm/concept/causal_factor/food_security/	true	wm/concept/causal_factor/entity/food	wm/concept/causal_factor/entity/food	true	None	wm/process/food_preparation	false	wm/property/security	wm/property/security	true
41	The declining trend in cattle number per household in the present study and its significant correlation with variation in the long and short rains in the preceding year, suggest that reduction in the rainfall amount and widening rainfall variation drive the downward trend in cattle number in southern Ethiopia.	reduction	(183,192)	cause	wm/concept/causal_factor/trend	wm/concept/causal_factor/trend	true	None	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/budget, wm/concept/causal_factor/social_and_political/government/tax_duty	false	None	wm/process/economic/utilization, wm/process/management/mitigation, wm/process/environment/emission	false	wm/property/trend	None	false
41	The declining trend in cattle number per household in the present study and its significant correlation with variation in the long and short rains in the preceding year, suggest that reduction in the rainfall amount and widening rainfall variation drive the downward trend in cattle number in southern Ethiopia.	the downward trend	(254,272)	effect	wm/concept/causal_factor/trend	wm/concept/causal_factor/trend	true	None	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/, wm/concept/causal_factor/crisis_and_disaster/economic/economic_crisis, wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/crop_failure	false	None	wm/process/economic/depreciation, wm/process/access/unavailability	false	wm/property/trend	wm/property/trend	true
42	The increase of domestic supplies will also lead to a significant increase in Ethiopian per capita sugar consumption , which is among the lowest in the world .	Ethiopian per capita sugar consumption	(78,116)	effect	wm/concept/causal_factor/food_security/food_utilization	wm/concept/causal_factor/food_security/food_utilization	true	wm/concept/causal_factor/agriculture/crop	wm/concept/causal_factor/agriculture/crop	true	wm/process/economic/utilization	wm/process/economic/utilization	true	None	None	true
43	Some 3.8 million Kenyans , a tenth of the population , need emergency aid , Oxfam said , partly because food prices have risen to 180 percent above average .	food prices	(104,115)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price	true	wm/concept/causal_factor/entity/food	wm/concept/causal_factor/entity/food	true	None	wm/process/food_preparation, wm/process/wild_food_sources/	false	wm/property/price	wm/property/price	true
45	As detailed information on flooding is not available, the impact of current erratic rains on crop production may have been underestimated.	current erratic rains	(68,89)	cause	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	true	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	true	None	None	true	wm_compositiona/property/instability	None	false
45	As detailed information on flooding is not available, the impact of current erratic rains on crop production may have been underestimated.	production	(98,108)	effect	wm/concept/causal_factor/agriculture/crop_production	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/food_demand, wm/concept/causal_factor/food_security/food_production, wm/concept/causal_factor/economic_and_commerce/economic_activity/development, wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/food_export, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/fuel	false	wm/concept/causal_factor/agriculture/crop	wm/concept/causal_factor/agriculture/crop	true	wm/process/management/production	wm/process/management/production	true	None	None	true
46	UNDP partners with people at all levels of society to help build nations that can withstand crisis, and drive and sustain the kind of growth that improves the quality of life for everyone.	the quality of life for everyone	(155,187)	effect	wm/concept/causal_factor/health_and_life/	wm/concept/causal_factor/health_and_life/	true	wm/concept/causal_factor/health_and_life/	wm/concept/causal_factor/health_and_life/	true	None	None	true	wm/property/quality	wm/property/quality	true
48	African emerging markets have experienced massive growth fuelled by attractive exports and improved business atmosphere and global businesses are exploiting the opportunities in these markets.	attractive exports	(68,86)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/	true	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/	true	wm/process/economic/export	wm/process/economic/export	true	None	None	true
49	In general, the heyday for shareholders in the banking industry splashing with mouth-watering dividends per share, have been fading away due to fierce competition and massive capitalization.	to fierce competition and massive capitalization	(141,189)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	true	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	None	false	None	wm/process/economic/depreciation	false	None	None	true
50	Our state of health and longevity is affected by all kinds of factors, including a few we have no control on.	Our state of health and longevity	(0,33)	effect	wm/concept/causal_factor/health_and_life/	wm/concept/causal_factor/health_and_life/	true	wm/concept/causal_factor/health_and_life/	wm/concept/causal_factor/health_and_life/	true	None	None	true	None	None	true
51	In recent years , the world has been asked to raise money for the Pakistan floods and the Japanese earthquake and tsunami .	money	(52,57)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	true	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	true	None	wm/process/economic/transaction	false	None	None	true
52	With the death of Meles at a hospital in Belgium on Monday evening, the question of a peaceful succession has been raised but which the government in Addis Ababa has dismissed such fears of a potential instability as unfounded.	such fears of a potential instability	(176,213)	effect	wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/social_and_political/political/political_instability	true	wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/social_and_political/political/political_instability	true	None	None	true	wm/property/instability	wm/property/instability	true
53	Despite some recent improvements, insecurity continues to disrupt livelihood activities, and normal supply chains and routes to markets.	insecurity	(34,44)	cause	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	true	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	true	wm/process/conflict/	None	false	wm/property/security	wm/property/insecurity	false
53	Despite some recent improvements, insecurity continues to disrupt livelihood activities, and normal supply chains and routes to markets.	livelihood activities, and normal supply chains and routes to markets	(66,135)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/livelihood/, wm/concept/causal_factor/access/infrastructure/road_access	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/food_supply, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/food_demand, wm/concept/causal_factor/food_insecurity/food_nonaccess, wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/food_export, wm/concept/causal_factor/food_security/food_availability	false	wm/concept/causal_factor/infrastructure/shipping	wm/concept/causal_factor/infrastructure/road, wm/concept/causal_factor/infrastructure/travel	false	wm/process/transportation/, wm/process/transportation/transportation, wm/process/transportation/shipping	wm/process/transportation/transportation	true	None	None	true
55	The companies have gained more than 150 million Br in windfalls that the government should have taxed, the study claims.	the government	(69,83)	cause	wm/concept/causal_factor/social_and_political/government/, wm/concept/entity/government_entity	wm/concept/causal_factor/social_and_political/government/	true	wm/concept/causal_factor/social_and_political/government/, wm/concept/entity/government_entity	wm/concept/causal_factor/social_and_political/government/	true	None	None	true	None	None	true
55	The companies have gained more than 150 million Br in windfalls that the government should have taxed, the study claims.	windfalls that the government should have taxed	(54,101)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/revenue/, wm/concept/causal_factor/economic_and_commerce/economic_activity/revenue/household_income	wm/concept/causal_factor/social_and_political/government/, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/household_income, wm/concept/causal_factor/social_and_political/government/tax_duty, wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_for_assets, wm/concept/causal_factor/interventions/provision_of_goods_and_services/provision_of_credit_and_training_for_income_generation	false	wm/concept/causal_factor/economic_and_commerce/economic_activity/revenue/, wm/concept/causal_factor/economic_and_commerce/economic_activity/revenue/household_income	None	false	None	None	true	None	None	true
56	Nutrient depletion in the model focuses on nitrogen and phosphorous which are considered to be the main nutrients limiting crop production in the area .	crop production in the area	(123,150)	effect	wm/concept/causal_factor/agriculture/crop_production	wm/concept/causal_factor/agriculture/crop_production	true	wm/concept/causal_factor/agriculture/crop, wm/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	wm/concept/causal_factor/agriculture/crop	true	wm/process/management/production	wm/process/management/production	true	None	None	true
59	Massive displacement, pervasive food insecurity, and ongoing human rights abuse are sowing the seeds of conflict and instability for years to come he said.	are sowing the seeds of conflict and instability for years to come	(80,146)	cause	wm/concept/causal_factor/social_and_political/conflict/, wm/concept/causal_factor/social_and_political/conflict/tension, wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/social_and_political/political/political_instability	true	wm/concept/causal_factor/social_and_political/conflict/, wm/concept/causal_factor/social_and_political/conflict/tension, wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/time/temporal/crop_season	false	wm/process/conflict/	wm/process/agriculture/cultivating, wm/process/agriculture/harvesting, wm/process/agriculture/planting	false	wm/property/instability	None	false
59	Massive displacement, pervasive food insecurity, and ongoing human rights abuse are sowing the seeds of conflict and instability for years to come he said.	the seeds of conflict and instability	(91,128)	effect	wm/concept/causal_factor/social_and_political/conflict/, wm/concept/causal_factor/social_and_political/conflict/tension, wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/social_and_political/conflict/	true	wm/concept/causal_factor/social_and_political/conflict/, wm/concept/causal_factor/social_and_political/conflict/tension, wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/social_and_political/conflict/	true	wm/process/conflict/	wm/process/conflict/	true	wm/property/instability	wm/property/instability	true
60	Dr. Ping said the African Union has always had a good working relationship with the Red Cross and will continue working to build close cooperation ties, to the mutual satisfaction of both organisations and in the interest of victims of natural and man-made disasters, including Climate Change.	Climate Change	(278,292)	effect	wm/concept/causal_factor/environmental/pollution/climate_change	wm/concept/causal_factor/environmental/climate_change_mitigation, wm/concept/causal_factor/environmental/meteorologic/climate, wm/concept/causal_factor/environmental/meteorologic/weather, wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/weather_issue/, wm/concept/causal_factor/trend	false	wm/concept/causal_factor/environmental/climate_change	wm/concept/causal_factor/environmental/climate_change	true	wm/process/environment_climate_change	wm/process/environment/climate_change_process	false	None	wm/property/trend	false
62	While the decline was seasonal due to ongoing June-to-July harvest in the destination markets of Uganda, the unusual steep fall in exports was brought about by expectations of a 30 to 50 percent below-average bean harvest in Rwanda during the March-to-May (Season B) resulting from rainfall shortages.	harvest	(59,66)	cause	wm/concept/time/temporal/crop_season, wm/concept/causal_factor/agriculture/crop_production	wm/concept/time/temporal/crop_season	true	wm/concept/causal_factor/agriculture/crop, wm/concept/time/temporal/crop_season, wm/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	wm/concept/causal_factor/agriculture/crop	true	wm/process/agriculture/harvesting	wm/process/agriculture/harvesting	true	None	None	true
64	Ethnic clashes and cattle raids continue to cause civil unrest in Lakes, Warrap and Unity states, involving the SPLA, SPLA-IO and armed groups.	Ethnic clashes	(0,14)	cause	wm/concept/causal_factor/social_and_political/conflict/hostility, wm/concept/causal_factor/social_and_political/conflict/attack	wm/concept/causal_factor/social_and_political/conflict/hostility	true	wm/concept/causal_factor/social_and_political/conflict/hostility, wm/concept/causal_factor/social_and_political/conflict/attack	wm/concept/causal_factor/social_and_political/conflict/hostility	true	wm/process/conflict/, wm/process/conflict/attack	wm/process/conflict/	true	None	None	true
64	Ethnic clashes and cattle raids continue to cause civil unrest in Lakes, Warrap and Unity states, involving the SPLA, SPLA-IO and armed groups.	civil unrest	(50,62)	effect	wm/concept/causal_factor/social_and_political/political/political_instability, wm/concept/causal_factor/social_and_political/conflict/demonstrate	wm/concept/causal_factor/social_and_political/conflict/demonstrate	true	wm/concept/causal_factor/social_and_political/political/political_instability, wm/concept/causal_factor/social_and_political/conflict/demonstrate	wm/concept/causal_factor/social_and_political/conflict/demonstrate	true	wm/process/conflict/	None	false	None	None	true
65	Once famine-plagued Ethiopia, run by former rebels since they overthrew a socialist military junta in 1991, is seeking investment to support a growth rate that is expected to fall to 7.5 percent this year from 9.7 percent last year.	investment	(119,129)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/household_income	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/assets, wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_for_assets, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/, wm/concept/causal_factor/crisis_and_disaster/economic/economic_crisis, wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	false	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/household_income	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/household_income	true	None	None	true	None	None	true
66	`` We discussed some very specific policy reforms that the prime minister has taken leadership on , with respect to the seed sector , with respect to marketing systems , and with respect to prioritizing pastoralism and pastoral communities and making water more available to farmers , and we believe those policy reforms will help usher in a new era of agricultural growth and performance in Ethiopia , '' he said .	policy reforms	(35,49)	cause	wm/concept/causal_factor/social_and_political/government/regulation	wm/concept/causal_factor/social_and_political/government/regulation	true	wm/concept/causal_factor/social_and_political/government/regulation	wm/concept/causal_factor/social_and_political/government/regulation	true	None	None	true	None	None	true
66	`` We discussed some very specific policy reforms that the prime minister has taken leadership on , with respect to the seed sector , with respect to marketing systems , and with respect to prioritizing pastoralism and pastoral communities and making water more available to farmers , and we believe those policy reforms will help usher in a new era of agricultural growth and performance in Ethiopia , '' he said .	usher in a new era of agricultural growth and performance in Ethiopia	(331,400)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/development, wm/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	wm/concept/causal_factor/economic_and_commerce/economic_activity/development	true	wm/concept/causal_factor/economic_and_commerce/economic_activity/development, wm/concept/causal_factor/agriculture/crop, wm/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	wm/concept/causal_factor/intervention/institutional_support/protection/capacity_building_human_right, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/labor_market, wm/concept/causal_factor/economic_and_commerce/economic_activity/competition, wm/concept/causal_factor/health_and_life/basic_needs, wm/concept/causal_factor/intervention/provision_of_goods_and_services/provide_moving_of_houseHolds	false	wm/process/management/production, wm/process/environment/agriculture/	None	false	None	None	true
67	United Republic of Tanzania | Maize Prices of maize declined in May but still at exceptionally high levels Prices of maize declined in most monitored markets in May as green crops from the 2017 msimu harvest increased market supplies.	harvest	(200,207)	cause	wm/concept/time/temporal/crop_season, wm/concept/causal_factor/agriculture/crop_production	wm/concept/time/temporal/crop_season	true	wm/concept/causal_factor/agriculture/crop, wm/concept/time/temporal/crop_season	wm/concept/causal_factor/agriculture/crop	true	wm/process/agriculture/harvesting	wm/process/agriculture/harvesting	true	None	None	true
68	蘑 Restoring the severely damaged environment.	蘑 Restoring the severely damaged environment	(0,44)	cause	wm/concept/causal_factor/environmental/environment	wm/concept/causal_factor/environmental/environment	true	wm/concept/causal_factor/environmental/	None	false	wm/process/management/conservation	None	false	None	None	true
68	蘑 Restoring the severely damaged environment.	the severely damaged environment	(12,44)	effect	wm/concept/causal_factor/environmental/environment	wm/concept/causal_factor/environmental/environment	true	wm/concept/causal_factor/environmental/	wm/concept/causal_factor/environmental/	true	wm/process/environment/	wm/process/environment/	true	None	None	true
